"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","median","max"
"23","Boua2",0,1,"Non","M126","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88847.6532120732,0,0,0,0,9863.62628293346,88847.6532120732
"24","Boua2",0,0,"Oui","M72","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22625.2879203358,0,0,0,0,0,35669.9055820117,48714.5232436876
"25","Kakélo5",0,0,"Oui","M101","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,2480.03501039679,2009.72857423378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.8787351302,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27304.8179108581,0,0,0,0,0,11567.8787351302,50486.2716079486
"26","Boua1",0,0,"Oui","M138","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"27","Boua1",0,1,"Non","M68","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89004.8307634215,0,0,0,0,10038.0800338818,89004.8307634215
"28","Molapa_MA",0,0,"Oui","M20","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109043.327784915,0,0,0,0,0,0,0,0,0,0,63337.1112124924,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63337.1112124924,109043.327784915
"29","Moyimbi",0,0,"Oui","M10","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.18714944852,0,0,0,0,0,21664.4863618594,35003.7855742702
"30","Kakélo6",0,0,"Oui","M152","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"31","Mopendé",1,1,"Non","M36","F","Papé",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7105.29756068189,0,0,0,0,0,16600.904756644,31106.7974446578
"32","Kakélo1",1,1,"Non","M94","M","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,10804.3359712803
"33","Bakouengué",0,1,"Non","M32","F","Bayanga",1,"Adulte",0,0,0,0,0,2354.70991101907,0,7363.72409611723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156.7445854683,0,0,0,0,0,0,0,0,0,0,0,145616.51698184,0,0,0,112920.903689219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156.7445854683,145616.51698184
"34","Boua2",0,0,"Oui","M124","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"35","Kakélo2",0,1,"Non","M84","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.72857423378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26883.3171597733,51756.9057453129
"36","Kakélo2",0,0,"Oui","M85","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,10679.8033303923
"37","Bateké2",0,0,"Non","M15","F","Maca",0,"Adolescent",13207.5851184748,13165.7680084803,14300.9832760043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118568.206103167,122718.935212352,113342.985995646,104957.042691974,0,0,0,0,153846.171141679,0,0,101233.410515895,0,67676.3047524526,0,26986.3058374308,0,0,0,0,0,0,0,0,78921.9616328997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163283.936279555,0,0,101233.410515895,163283.936279555
"38","Moyimbi",0,1,"Non","M2","M","Dongou",6,"Adulte",0,0,0,0,0,0,0,0,4420.60165150573,0,0,0,0,0,0,0,0,0,0,0,108418.047006884,0,90951.7752601272,0,0,0,0,140070.127602649,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,116325.080835082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99684.9111335056,140070.127602649
"39","Boua2",0,1,"Non","M74","M","Bangui",NA,"Adulte",0,0,0,0,0,23121.3337144739,0,0,13835.0055367336,10180.0960465773,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40909.4204302595,0,0,0,0,0,0,0,0,0,0,54223.313255282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9944.53369670127,54223.313255282
"40","Moyimbi",0,1,"Non","M5","F","Mobongo",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.18714944852,0,0,0,0,0,21664.4863618594,35003.7855742702
"41","Bakouengué",0,1,"Non","M26","F","Macao",4,"Adulte",0,0,0,5792.10744501965,5706.8278067743,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23900.5982679839,0,0,0,0,0,24156.7445854683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187419.104985318,0,14846.3528565018,187419.104985318
"42","Kakélo6",0,1,"Non","M154","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79143.7079046463,0,0,0,0,26586.5988673144,79143.7079046463
"43","Movossovosso",1,1,"Non","M81","M","Dongou",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,2306.38930255378,2139.85027524602,0,0,0,0,0,0,0,0,94832.2102969174,0,0,0,0,0,0,124896.55965898,0,0,0,0,0,0,3939.02498232609,0,0,0,0,0,49307.9810468431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26623.5030145846,124896.55965898
"44","Boua1",0,0,"Non","M93","M","Bangui",NA,"Adolescent",0,0,0,0,0,0,0,0,0,10223.7824240457,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9789.30192040848,10411.3955637844
"45","Moyimbi",0,0,"Oui","M9","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.18714944852,0,0,0,0,0,8325.18714944852,8325.18714944852
"46","Boua2",0,1,"Non","M127","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22625.2879203358,0,0,0,0,0,9863.62628293346,48714.5232436876
"47","Kakélo4",0,1,"Non","M116","F","Bangui",4,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,7756.07326036817,2211.02980634604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27460.7476359288,0,0,0,0,0,11509.7489234474,50714.8513661867
"48","Moyimbi",0,0,"Oui","M4","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"49","Kakélo1",0,1,"Non","M96","M","Bangui",NA,"Adulte",0,0,0,0,0,27101.0010963831,0,0,0,15058.1569997153,0,0,0,0,0,0,0,0,0,0,93888.6320769628,86565.58499299,80559.3657717986,0,0,0,0,121715.638185762,0,0,94086.312934266,0,42049.2020360083,36789.9341379295,10804.3359712803,0,0,0,0,0,52276.2931404123,0,0,56885.2387038386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152580.864963556,0,0,56885.2387038386,152580.864963556
"50","Kakélo4",0,0,"Oui","M164","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50714.8513661867,50714.8513661867
"51","Kakélo6",0,0,"Oui","M105","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,50376.2539772928
"52","Kakélo6",0,0,"Oui","M112","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27327.593512902,0,0,0,0,0,9994.62427391797,50376.2539772928
"53","Papé",0,0,"Non","M49","F","Papé",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204.1942258301,0,0,0,0,0,22565.004986027,34925.8157462238
"54","Kakélo4",0,0,"Oui","M168","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"55","Boua2",0,0,"Oui","M128","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,48714.5232436876
"56","Kakélo3",0,1,"Non","M140","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94810.4071747767,0,0,0,0,0,0,0,0,0,94940.8316167209,0,43045.4885805609,0,0,0,0,80723.6061875882,0,0,51588.0979370855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151911.371992012,0,0,87767.0066811824,151911.371992012
"57","Atanga",0,0,"Oui","M178","M","Macao",NA,"Enfant",0,0,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7933.23578343522,16245.3167618125
"58","Kakélo6",0,1,"Non","M103","M","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,14201.1111326123,10411.3955637844,10235.1190240658,0,0,0,0,0,0,0,0,96471.9191831083,89274.8286974479,83339.1148518959,0,0,0,0,123770.103643903,0,0,0,0,44837.0938030068,0,11840.2978704713,0,0,0,0,22658.7100423075,50376.2539772928,0,0,59677.487538282,0,0,0,0,0,0,0,0,0,0,0,0,0,136588.681769081,0,0,0,0,0,0,0,0,0,0,0,0,0,50376.2539772928,136588.681769081
"59","Boua1",0,1,"Non","M92","F","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,9172.8837897126,9085.00963425744,9540.52380693512,10038.0800338818,10120.0868718259,10411.3955637844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9789.30192040848,48740.7224788328
"60","Boua2",0,0,"Oui","M77","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,10180.0960465773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10180.0960465773,10180.0960465773
